%    Berkeley, CA, station ID  74506003
% T	VER	NOAA NCDC GHCN v2 adjusted mean temp
% months since 1960-01-01	unitless	Celsius_scale
    -140.500	           0	    11.10000
    -139.500	           0	    13.40000
    -138.500	           0	    16.20000
    -137.500	           0	    16.80000
    -136.500	           0	    17.10000
    -135.500	           0	    16.80000
    -134.500	           0	    15.90000
    -133.500	           0	    12.80000
    -132.500	           0	     7.70000
    -131.500	           0	     5.80000
    -130.500	           0	     8.20000
    -129.500	           0	    11.50000
    -128.500	           0	    13.40000
    -127.500	           0	    14.40000
    -126.500	           0	    16.40000
    -125.500	           0	    15.70000
    -124.500	           0	    17.10000
    -123.500	           0	    18.00000
    -122.500	           0	    15.20000
    -121.500	           0	    14.90000
    -120.500	           0	     9.40000
    -119.500	           0	     7.40000
    -118.500	           0	    10.40000
    -117.500	           0	    11.10000
    -116.500	           0	    13.50000
    -115.500	           0	    13.40000
    -114.500	           0	    14.90000
    -113.500	           0	    15.50000
    -112.500	           0	    17.00000
    -111.500	           0	    17.80000
    -110.500	           0	    16.50000
    -109.500	           0	    15.30000
    -108.500	           0	    11.70000
    -107.500	           0	     9.50000
    -106.500	           0	    10.80000
    -105.500	           0	    11.90000
    -104.500	           0	    11.40000
    -103.500	           0	    14.40000
    -102.500	           0	    14.30000
    -101.500	           0	    15.20000
    -100.500	           0	    15.30000
     -99.500	           0	    16.70000
     -98.500	           0	    16.30000
     -97.500	           0	    12.90000
     -96.500	           0	     9.20000
     -95.500	           0	     8.20000
     -94.500	           0	    10.80000
     -93.500	           0	    10.20000
     -92.500	           0	    13.10000
     -91.500	           0	    14.80000
     -90.500	           0	    14.60000
     -89.500	           0	    15.80000
     -88.500	           0	    15.90000
     -87.500	           0	    17.30000
     -86.500	           0	    14.50000
     -85.500	           0	    12.90000
     -84.500	           0	     9.90000
     -83.500	           0	    11.70000
     -82.500	           0	    11.80000
     -81.500	           0	    11.40000
     -80.500	           0	    11.80000
     -79.500	           0	    14.10000
     -78.500	           0	    15.90000
     -77.500	           0	    15.60000
     -76.500	           0	    16.70000
     -75.500	           0	    18.00000
     -74.500	           0	    16.30000
     -73.500	           0	    13.10000
     -72.500	           0	    11.90000
     -71.500	           0	    10.20000
     -70.500	           0	    12.20000
     -69.500	           0	    10.40000
     -68.500	           0	    13.70000
     -67.500	           0	    14.40000
     -66.500	           0	    16.10000
     -65.500	           0	    16.80000
     -64.500	           0	    15.40000
     -63.500	           0	    17.40000
     -62.500	           0	    16.30000
     -61.500	           0	    13.20000
     -60.500	           0	     9.30000
     -59.500	           0	     8.00000
     -58.500	           0	    10.50000
     -57.500	           0	    11.70000
     -56.500	           0	    10.70000
     -55.500	           0	    14.60000
     -54.500	           0	    14.80000
     -53.500	           0	    15.50000
     -52.500	           0	    14.70000
     -51.500	           0	    15.70000
     -50.500	           0	    15.10000
     -49.500	           0	    11.70000
     -48.500	           0	    11.00000
     -47.500	           0	     9.90000
     -46.500	           0	     9.20000
     -45.500	           0	    11.30000
     -44.500	           0	    11.70000
     -43.500	           0	    14.30000
     -42.500	           0	    16.30000
     -41.500	           0	    15.20000
     -40.500	           0	    16.00000
     -39.500	           0	    17.40000
     -38.500	           0	    14.50000
     -37.500	           0	    13.70000
     -36.500	           0	    10.40000
     -35.500	           0	     8.10000
     -34.500	           0	    11.50000
     -33.500	           0	    11.50000
     -32.500	           0	    13.70000
     -31.500	           0	    14.30000
     -30.500	           0	    17.30000
     -29.500	           0	    16.80000
     -28.500	           0	    16.70000
     -27.500	           0	    17.80000
     -26.500	           0	    15.90000
     -25.500	           0	    12.40000
     -24.500	           0	    10.30000
     -23.500	           0	    10.70000
     -22.500	           0	    12.80000
     -21.500	           0	    10.40000
     -20.500	           0	    13.30000
     -19.500	           0	    15.30000
     -18.500	           0	    17.40000
     -17.500	           0	    16.10000
     -16.500	           0	    16.70000
     -15.500	           0	    19.20000
     -14.500	           0	    16.40000
     -13.500	           0	    13.40000
     -12.500	           0	    13.10000
     -11.500	           0	    11.00000
     -10.500	           0	    10.90000
      -9.500	           0	    13.90000
      -8.500	           0	    14.30000
      -7.500	           0	    14.40000
      -6.500	           0	    16.90000
      -5.500	           0	    17.00000
      -4.500	           0	    17.00000
      -3.500	           0	    17.30000
      -2.500	           0	    18.00000
      -1.500	           0	    14.30000
      -0.500	           0	    11.50000
       0.500	           0	     9.60000
       1.500	           0	    11.50000
       2.500	           0	    12.50000
       3.500	           0	    13.30000
       4.500	           0	    14.50000
       5.500	           0	    16.80000
       6.500	           0	    16.40000
       7.500	           0	    15.60000
       8.500	           0	    16.50000
       9.500	           0	    16.00000
      10.500	           0	    12.20000
      11.500	           0	     9.60000
      12.500	           0	     8.90000
      13.500	           0	    11.90000
      14.500	           0	    11.30000
      15.500	           0	    13.40000
      16.500	           0	    13.20000
      17.500	           0	    17.10000
      18.500	           0	    17.50000
      19.500	           0	    17.20000
      20.500	           0	    18.00000
      21.500	           0	    16.00000
      22.500	           0	    12.30000
      23.500	           0	     8.90000
      24.500	           0	     9.40000
      25.500	           0	    10.00000
      26.500	           0	    10.60000
      27.500	           0	    13.80000
